PUF_ID,final_weight,REGION,STRATUM1,LANG,Q1_HS,Q2_COL_CREDIT,Q3_Q3_A_R,Q3_Q3_B_R,Q3_Q3_C_R,Q3_Q3_D_R,Q3_Q3_E_R,Q4_HIGHEST_EDU_FOS,Q5_COL_ENROLL,Q6_EDU_PLAN,Q7A,Q7_B_DEGREE_PLAN_FOS,Q8_ESL,Q9_CERT_LIC,Q10_NUM_ACTIVE,Q11_MOST_IMP_CERT_LIC,Q12_CERT_LIC_WORK,Q13_CERT_LIC_REQ,Q14_CERT_LIC_REV,Q15_Q15_A_R,Q15_Q15_B_R,Q15_Q15_C_R,Q15_D_SPECIFY_FLAG,Q16_CERT_LIC_CUR_JOB,Q17_A,Q17_B,Q17_C,Q17_D,Q18_A,Q18_C,Q18_D,Q18_D_SPECIFY,Q19_CERTIFICATE_FOS,Q21_CERTIFICATE_HOURS,Q22_CERTIFICATE_ENROLL,Q23_CERTIFCATE_CREDITS,Q24_CERTIFICATE_TRAIN,Q25_CERTIFICATE_JOB,Q26_A,Q26_B,Q26_C,Q27_APP,Q28_APP_WORK,Q29_Q29_A_R,Q29_Q29_B_R,Q29_Q29_C_R,Q29_Q29_D_R,Q29_Q29_E_R,Q30_APP_CERT_LIC,Q31_APP_CERTIFICATE,Q32_APP_JOB,Q33_APP_SKILL_USE,Q34_A,Q34_B,Q34_C,Q35_EMPLOYED,Q36_FULL_TIME,Q37_WEEKS_WORKED,Q38_HOURS_WORKED,Q39_EARNINGS,Q40_BUSINESS_TYPE,Q43_JOB_LIC,Q44_MILITARY,Q45_GENDER,Q46_MARITAL_STATUS,Q47_AGE,Q48_HISPANIC,Q49_RACE_01,Q49_RACE_02,Q49_RACE_03,Q49_RACE_04,Q49_RACE_05,Q49_RACE_06,Q49_RACE_07,Q50_INTERNET,Q51_CITIZENSHIP
99025740,5319.202917,SOUTH,12,1,2,3,,,,,,6,2,2,3,6,1,2,2,8,2,1,1,2,1,1,0,3,3,1,3,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,8,20,1,1,2,1,48,1,1,1,0,0,0,0,,2,1
99039180,131117.835,SOUTH,15,1,2,4,1,2,2,1,1,20,1,,,,1,2,1,14,17,2,2,1,1,2,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,4,17,2,1,1,1,61,1,1,0,0,0,0,0,0,2,1
99048370,24915.56419,SOUTH,12,1,2,4,1,2,2,1,1,20,1,,,,1,1,,,,,,,,,0,,,,,,2,1,2,1,6,1,2,2,2,3,2,2,2,1,,,,,,,,,,,,,,2,1,4,40,4,9,1,1,1,1,57,1,1,0,0,0,0,0,0,2,1
99036580,114.3305648,NORTHEAST,6,1,1,,,,,,,,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,1,1,49,1,0,0,1,0,0,0,,1,1
99032000,48.86716645,NORTHEAST,6,1,2,1,,,,,,,3,2,2,23,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,3,20,1,1,2,5,27,1,0,0,1,0,0,0,,2,1
99034590,95.9382463,NORTHEAST,6,1,2,4,2,1,1,1,1,18,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,3,22,2,4,1,1,1,5,50,1,0,0,1,0,0,0,,1,1
99050080,7267.68003,SOUTH,12,1,2,3,,,,,,14,3,2,3,5,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,6,20,1,6,1,1,2,5,19,1,1,0,0,1,0,0,0,2,1
99052410,273.2639716,SOUTH,12,1,2,4,1,2,2,1,1,20,1,,,,2,2,2,,12,1,1,2,2,2,0,3,2,2,3,3,2,1,2,2,5,2,4,2,1,4,3,3,3,1,,,,,,,,,,,,,,2,2,1,40,6,14,1,1,2,3,62,1,0,1,0,0,0,0,,2,1
99021710,107499.1818,SOUTH,13,1,2,4,2,2,1,1,1,22,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,40,3,14,1,1,2,5,40,1,0,1,0,0,0,0,,2,2
99050440,1927.465591,NORTHEAST,9,1,2,3,,,,,,15,1,,,,1,1,,,,,,,,,0,,,,,,2,1,2,1,16,3,3,2,2,3,3,1,2,1,,,,,,,,,,,,,,2,2,1,35,9,13,1,1,2,1,48,2,0,0,0,0,0,1,,2,1
99060270,19278.43016,SOUTH,12,1,2,4,1,2,2,1,2,18,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,3,36,7,6,1,1,2,1,35,1,1,0,0,0,0,0,,2,1
99038520,4368.458261,SOUTH,12,1,2,4,1,2,1,2,1,15,1,,,,1,2,2,1,8,2,2,2,1,1,1,3,3,3,3,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,50,9,8,2,1,1,1,41,1,0,0,0,1,0,0,0,2,1
99009710,2489.243562,SOUTH,12,1,2,4,1,2,2,1,1,23,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,7,7,1,1,1,1,26,2,0,0,0,0,0,1,0,2,3
99005140,461.4062788,SOUTH,12,1,2,4,1,2,2,1,1,22,2,2,4,22,1,2,3,3,13,1,2,1,1,2,0,2,3,2,2,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,1,32,8,2,1,1,1,1,62,2,1,0,0,0,0,0,0,2,1
99029490,4368.458261,SOUTH,12,1,2,4,1,2,2,1,2,12,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,2,40,9,9,1,1,1,1,51,1,0,0,0,1,0,0,0,2,2
99016900,1475.314358,NORTHEAST,9,1,2,3,,,,,,26,1,,,,1,1,,,,,,,,,0,,,,,,2,2,2,2,23,5,4,2,1,3,2,1,1,1,,,,,,,,,,,,,,2,1,3,40,5,1,1,1,2,5,54,1,0,1,0,0,0,0,0,2,1
99046310,19278.43016,SOUTH,12,1,2,4,1,2,1,2,1,15,1,,,,1,2,6,1,8,2,2,2,1,2,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,9,14,2,1,2,5,57,1,1,0,0,0,0,0,,2,1
99036760,49831.12838,SOUTH,12,1,2,4,2,2,2,1,1,2,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,50,9,7,1,1,1,1,56,1,1,0,0,0,0,0,0,2,1
99020040,963.0267208,SOUTH,12,1,2,4,1,2,2,1,1,15,1,,,,2,2,3,1,8,2,2,2,2,2,0,3,3,3,3,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,8,6,2,1,2,1,31,2,0,0,0,0,0,1,0,2,1
99040350,8761.582967,SOUTH,12,1,2,4,2,1,1,1,1,8,1,,,,1,2,1,15,9,1,1,2,1,2,0,3,3,3,3,3,1,1,2,1,4,1,3,2,2,2,3,2,2,1,,,,,,,,,,,,,,2,2,1,40,8,20,1,4,1,3,35,1,0,1,0,0,0,0,0,2,2
99060220,2229.513685,SOUTH,12,1,2,4,1,2,2,1,1,8,1,,,,2,2,1,2,9,1,1,1,1,2,0,3,2,2,2,2,2,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,7,13,1,1,2,1,32,1,0,0,0,1,0,0,0,2,3
99044550,95845.99945,SOUTH,14,1,3,4,2,1,1,1,1,16,1,,,,2,2,2,18,14,2,2,2,1,1,0,2,3,3,3,2,2,2,1,,,,,,,,,,,3,6,2,1,1,1,1,1,1,4,4,3,3,3,2,2,1,40,5,13,1,1,2,5,29,2,1,0,0,0,0,0,0,2,2
99001130,87851.30482,SOUTH,14,1,2,4,2,2,1,1,1,1,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,8,9,1,4,1,1,40,2,1,0,0,0,0,0,0,2,2
99011120,76461.35035,SOUTH,13,1,2,3,,,,,,16,2,2,3,23,1,2,1,18,14,2,3,1,2,2,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,56,5,6,2,1,2,5,34,1,0,1,0,0,0,0,,2,2
99014240,1610.513066,NORTHEAST,8,1,2,4,1,2,2,1,1,11,1,,,,1,2,5,7,6,2,2,2,2,1,0,3,3,3,3,2,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,35,8,6,2,1,2,5,47,1,0,1,0,0,0,0,0,2,1
99017800,27147.48181,NORTHEAST,8,1,2,4,2,2,1,1,1,2,1,,,,1,2,1,9,15,2,2,1,2,2,0,2,2,2,3,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,40,5,6,1,1,1,5,27,2,0,0,0,0,0,1,0,2,1
99003750,39002.81301,NORTHEAST,8,1,2,1,,,,,,,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,2,4,39,1,0,1,0,0,0,0,0,2,1
99056520,30422.51707,NORTHEAST,8,1,1,,,,,,,,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,2,5,41,2,0,0,0,0,0,1,0,2,1
99016430,2701.9537,NORTHEAST,8,1,2,3,,,,,,6,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,2,5,37,1,0,0,0,0,0,1,,2,1
99008210,133392.4445,SOUTH,13,1,2,4,1,2,2,1,1,25,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,55,8,9,1,1,1,1,38,1,1,0,0,0,0,0,,2,1
99054810,5916.388825,NORTHEAST,7,1,2,3,,,,,,15,3,2,5,15,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,4,12,1,6,1,1,2,5,21,1,0,0,0,1,0,0,0,2,1
99056940,60757.52915,NORTHEAST,10,1,2,3,,,,,,1,3,2,3,21,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,6,25,1,4,2,1,2,5,19,2,1,0,0,0,0,0,0,2,1
99024770,4425.943074,NORTHEAST,9,1,2,2,,,,,,1,1,,,,1,1,,,,,,,,,0,,,,,,1,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,5,13,1,1,2,1,49,1,0,1,0,0,0,0,0,2,1
99046930,49831.12838,SOUTH,12,1,2,4,1,2,1,2,1,16,2,2,5,17,1,2,4,12,13,2,2,2,1,2,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,45,9,13,2,1,1,1,49,1,1,0,0,0,0,0,0,2,1
99000030,4368.458261,SOUTH,12,1,2,4,1,2,1,1,2,21,1,,,,2,2,1,9,15,2,2,1,2,1,0,2,1,2,2,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,8,8,1,1,1,1,47,1,0,0,0,1,0,0,0,2,2
99049850,43934.8295,SOUTH,12,1,2,4,2,2,1,1,1,13,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,5,40,2,4,1,1,2,5,22,1,1,0,0,0,0,0,0,2,1
99054450,4368.458261,SOUTH,12,1,2,4,1,2,2,1,1,6,1,,,,2,2,1,9,7,1,2,1,2,2,0,2,2,2,2,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,50,9,13,1,1,1,1,48,1,0,0,0,1,0,0,0,2,3
99056370,5762.874971,SOUTH,12,1,2,4,1,1,2,1,1,2,1,,,,2,2,1,9,7,2,1,2,1,1,0,1,2,2,2,3,2,1,2,2,5,4,2,1,1,3,2,3,3,1,,,,,,,,,,,,,,2,2,1,40,6,14,1,1,1,1,34,1,0,0,0,1,0,0,0,2,3
99009690,8918.502876,SOUTH,12,1,2,4,1,2,1,1,1,23,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,1,35,3,8,1,1,2,5,61,1,1,0,0,0,0,0,0,2,1
99056020,4368.458261,SOUTH,12,1,2,4,1,2,2,1,2,21,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,35,5,13,2,1,1,1,36,1,0,0,0,1,0,0,0,2,3
99008140,13498.38557,SOUTH,12,1,2,1,,,,,,,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,5,13,1,1,2,5,32,1,0,0,0,1,0,0,0,2,3
99017270,46074.73346,SOUTH,13,1,2,4,1,2,1,1,1,23,2,2,1,2,1,2,1,9,7,2,2,2,2,2,0,3,3,3,3,3,2,1,2,2,1,4,3,2,2,4,3,3,3,1,,,,,,,,,,,,,,2,1,1,40,4,1,2,1,2,5,53,1,0,1,0,0,0,0,0,1,1
99035970,122700.5614,NORTHEAST,10,1,2,3,,,,,,1,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,45,4,10,1,1,2,5,27,1,1,0,0,0,0,0,0,2,1
99051180,126413.0969,SOUTH,13,1,1,,,,,,,,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,3,-3,1,1,1,1,1,1,1,-3,-3,-3,-3,-3,1,,-3,,,,,1,2,5,30,1,0,1,0,0,0,0,,1,1
99054840,8875.509284,NORTHEAST,7,1,2,4,1,2,1,1,1,12,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,1,23,2,16,1,1,1,1,27,1,0,0,0,1,0,0,0,2,1
99024250,2063.722523,NORTHEAST,7,1,2,4,1,2,1,2,1,15,1,,,,1,2,1,1,13,2,2,2,1,1,0,3,3,3,3,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,2,50,8,13,2,1,2,5,36,1,0,0,0,1,0,0,0,2,1
99020180,145207.0086,NORTHEAST,7,1,2,4,2,1,1,1,1,21,3,2,3,21,2,1,,,,,,,,,0,,,,,,1,2,2,1,17,1,3,2,1,1,4,4,4,1,,,,,,,,,,,,,,1,,7,,,,,1,1,5,22,1,1,0,0,0,0,0,0,1,1
99055420,4437.754642,NORTHEAST,7,1,2,4,2,2,1,1,1,21,1,,,,2,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,3,4,2,2,1,1,1,1,1,3,3,2,2,2,2,2,1,40,6,20,1,1,1,5,27,1,0,0,0,1,0,0,0,2,2
99032310,138469.283,NORTHEAST,7,1,3,1,,,,,,,1,,,,1,1,,,,,,,,,0,,,,,,1,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,20,2,6,1,1,2,1,51,1,1,0,0,0,0,0,0,2,1
99027880,37532.88229,NORTHEAST,7,1,2,4,1,2,1,1,1,1,1,,,,2,1,,,,,,,,,0,,,,,,2,1,2,2,6,2,3,2,1,2,2,2,2,3,6,2,1,1,1,2,2,1,3,3,2,2,3,2,2,2,40,5,7,1,1,1,2,60,1,1,0,0,0,0,0,0,2,2
99000220,76745.83342,NORTHEAST,7,1,2,4,1,2,1,1,1,8,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,42,9,7,1,1,1,1,54,1,1,0,0,0,0,0,0,2,1
99013770,2602.874452,NORTHEAST,7,1,2,4,2,2,1,1,1,6,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,35,5,17,1,1,2,1,49,1,0,0,0,1,0,0,0,2,3
99057490,38372.91671,NORTHEAST,7,1,2,4,2,2,1,1,1,15,1,,,,1,2,2,1,8,2,3,2,1,2,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,3,40,7,6,2,1,1,5,53,1,1,0,0,0,0,0,0,1,1
99008500,2602.874452,NORTHEAST,7,1,2,4,1,2,1,1,1,18,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,4,20,1,1,2,1,38,1,0,0,0,1,0,0,0,2,3
99060300,12519.286,NORTHEAST,7,1,2,4,2,1,1,1,1,15,1,,,,2,2,2,5,8,2,2,2,1,2,0,3,3,3,3,3,2,1,2,1,14,2,3,1,2,4,3,3,3,1,,,,,,,,,,,,,,2,2,1,37,8,8,2,1,2,1,50,1,0,0,0,1,0,0,0,2,2
99048650,3837.599867,NORTHEAST,7,1,2,4,1,2,1,2,1,2,1,,,,1,2,2,9,7,2,2,2,1,1,0,3,3,3,3,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,38,8,7,2,1,2,2,64,1,1,0,0,0,0,0,,2,1
99038160,101243.1884,NORTHEAST,7,1,2,4,2,2,1,1,1,13,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,3,45,6,7,1,4,1,1,28,1,1,0,0,0,0,0,0,2,1
99045180,18675.14065,NORTHEAST,7,1,3,2,,,,,,1,1,,,,1,1,,,,,,,,,0,,,,,,1,2,-3,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,47,4,8,1,1,2,3,40,1,1,0,0,0,0,0,,2,1
99028830,20390.34151,NORTHEAST,7,1,2,2,,,,,,1,3,2,3,15,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,6,35,1,7,1,1,1,5,18,1,0,0,0,1,0,0,0,2,1
99049410,29299.29213,NORTHEAST,7,2,1,,,,,,,,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,3,1,2,1,1,1,2,1,1,3,4,3,3,3,2,2,3,60,6,5,1,1,1,1,27,2,0,0,0,0,0,1,0,2,3
99060400,454.8688275,NORTHEAST,7,1,2,4,1,2,2,1,1,11,1,,,,1,2,4,7,6,2,2,1,2,2,0,3,3,3,3,1,2,1,2,2,14,5,4,2,1,2,1,1,2,1,,,,,,,,,,,,,,2,2,3,40,8,6,2,1,2,3,51,1,0,1,0,0,0,0,0,2,1
99027710,94430.77356,NORTHEAST,10,1,3,3,,,,,,15,1,,,,1,2,1,4,8,2,2,2,2,1,0,3,3,3,3,3,2,2,2,2,14,3,3,1,2,4,3,1,3,1,,,,,,,,,,,,,,2,2,2,40,4,14,2,1,2,5,34,1,0,0,0,0,0,1,0,2,1
99020720,74700.56259,NORTHEAST,7,1,2,3,,,,,,3,1,,,,1,2,1,8,6,2,3,2,2,1,0,3,3,3,3,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,3,35,6,14,2,1,2,1,52,1,1,0,0,0,0,0,0,2,1
99034390,1814.976691,NORTHEAST,7,1,2,4,2,2,1,2,1,15,1,,,,1,2,1,6,8,2,2,2,2,1,0,3,3,3,3,3,1,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,3,20,3,8,2,1,2,1,30,1,0,0,0,1,0,0,0,2,2
99020610,2722.465036,NORTHEAST,7,1,2,4,1,2,2,1,2,19,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,2,50,4,8,1,1,2,1,34,1,0,0,0,1,0,0,0,2,1
99056680,53648.93608,NORTHEAST,7,1,2,4,1,2,1,1,1,15,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,20,1,8,1,1,2,5,23,1,1,0,0,0,0,0,,2,1
99020100,10351.74552,NORTHEAST,7,1,2,4,1,2,2,2,1,15,1,,,,1,2,5,5,8,2,2,2,1,2,1,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,7,,,,,1,2,5,25,1,1,0,0,0,0,0,0,2,1
99053600,3629.953382,NORTHEAST,7,1,2,4,1,2,1,2,1,15,1,,,,2,2,1,1,8,2,2,2,1,2,0,3,3,3,3,2,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,3,40,8,8,2,1,2,5,31,1,0,0,0,1,0,0,0,2,1
99049980,7260.271577,NORTHEAST,7,1,2,4,2,2,1,1,1,18,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,6,38,2,6,1,1,2,1,64,1,1,0,0,0,0,0,0,2,1
99062450,40565.94813,NORTHEAST,7,1,2,4,1,2,2,1,1,11,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,2,37,1,14,1,1,1,5,35,1,1,0,0,0,0,0,0,2,1
99019000,2248.595885,NORTHEAST,7,1,2,4,1,2,1,1,1,8,1,,,,2,2,1,9,15,2,1,2,1,2,0,3,1,3,3,2,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,50,7,15,2,1,2,1,55,2,0,0,0,1,0,0,0,2,2
99042590,9919.47633,NORTHEAST,7,1,2,4,1,2,2,1,2,23,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,2,45,8,6,1,1,1,1,64,1,1,0,0,0,0,0,0,2,1
99012540,1453.04972,NORTHEAST,7,2,2,4,1,2,1,1,1,6,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,1,,6,40,1,5,1,1,1,5,40,2,0,0,0,0,0,1,0,2,2
99041230,71531.91478,NORTHEAST,7,1,2,4,1,2,1,1,1,23,1,,,,2,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,6,13,1,1,2,5,23,1,1,0,0,0,0,0,0,2,1
99023100,1536.09224,NORTHEAST,7,1,2,4,2,2,2,1,1,11,1,,,,1,2,2,7,6,2,3,2,1,1,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,60,8,6,2,1,1,5,41,2,0,0,0,0,0,1,0,2,2
99002220,562.1489712,NORTHEAST,7,1,2,4,1,2,1,1,1,19,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,8,20,1,1,2,5,38,2,0,0,0,0,0,1,0,2,1
99007190,5150.572286,NORTHEAST,7,1,2,4,1,2,1,1,1,22,3,1,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,2,5,25,1,0,0,0,1,0,0,,2,3
99008390,710.6202602,NORTHEAST,7,1,2,4,1,2,1,1,1,12,1,,,,2,1,,,,,,,,,0,,,,,,2,-3,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,1,3,64,2,1,0,0,0,0,0,,2,1
99051380,98762.71639,NORTHEAST,10,1,2,4,2,1,1,1,1,17,1,,,,1,2,1,5,8,3,2,1,2,2,0,3,3,3,3,3,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,38,2,8,2,1,2,5,23,1,1,0,1,0,0,0,0,2,1
99038650,122969.6876,NORTHEAST,10,1,2,3,,,,,,1,1,,,,1,1,,,,,,,,,0,,,,,,2,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,2,1,62,1,1,0,0,0,0,0,0,2,1
99032220,78593.07933,NORTHEAST,10,1,2,4,2,2,1,1,1,15,1,,,,1,2,2,5,8,2,2,2,2,1,0,3,3,3,3,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,3,30,7,8,2,4,2,1,38,1,1,0,0,1,0,0,,2,1
99043120,141804.7432,NORTHEAST,10,1,2,4,2,1,1,1,1,15,1,,,,1,2,2,1,8,2,2,2,1,1,0,3,3,3,3,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,6,20,-3,2,2,1,44,1,1,0,0,0,0,0,,2,1
99048340,129476.2127,SOUTH,13,1,3,4,2,1,1,1,1,15,2,2,1,15,1,2,1,6,8,2,3,2,2,2,0,2,3,3,3,3,1,2,1,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,43,3,8,2,1,2,5,43,1,0,1,0,0,0,0,,2,1
99055650,47.96912315,NORTHEAST,6,1,2,4,2,1,1,1,1,17,1,,,,1,2,3,18,14,2,2,2,2,2,0,2,4,4,3,2,2,1,2,3,6,4,4,2,2,3,4,4,4,1,,,,,,,,,,,,,,1,,5,10,1,9,1,4,1,3,50,1,0,0,1,0,0,0,0,2,1
99001420,2.830445218,NORTHEAST,6,1,2,4,2,2,1,1,1,19,1,,,,1,2,1,7,12,1,1,1,2,1,0,3,2,2,2,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,4,8,1,1,2,1,64,1,0,0,1,0,0,0,,2,1
99020050,97.7343329,NORTHEAST,6,1,2,1,,,,,,,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,7,,,,,1,2,5,29,1,0,0,1,0,0,0,0,2,1
99025830,9.075902778,NORTHEAST,6,1,2,4,2,1,1,1,1,11,1,,,,1,1,,,,,,,,,0,,,,,,-3,-3,-3,,,,,,,,,,,-3,,,,,,,,,,,,,,2,2,1,41,3,6,1,1,2,5,62,1,0,0,1,0,0,0,,2,1
99025590,1490.096994,NORTHEAST,8,1,2,4,1,2,1,1,1,23,1,,,,1,1,,,,,,,,,0,,,,,,2,1,2,2,6,2,4,1,1,2,1,1,3,1,,,,,,,,,,,,,,1,,7,,,,,1,2,5,59,1,0,1,0,0,0,0,,2,1
99059740,3004.717357,MIDWEST,1,1,2,4,1,2,1,1,1,21,1,,,,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,40,3,4,1,1,2,5,28,1,1,0,0,0,0,0,0,2,1
99001080,117735.0924,NORTHEAST,10,1,2,4,2,2,1,1,1,15,1,,,,2,2,1,5,8,2,3,2,1,2,0,3,3,3,3,3,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,1,35,7,8,2,1,2,3,55,1,1,0,0,0,0,0,,1,2
99057860,489.6407622,MIDWEST,1,1,3,4,2,1,1,1,1,9,1,,,,2,1,,,,,,,,,0,,,,,,1,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,2,3,40,2,14,1,4,1,1,62,1,0,0,1,0,0,0,,1,1
99040380,14578.10673,MIDWEST,1,1,2,1,,,,,,,1,,,,1,1,,,,,,,,,0,,,,,,1,1,2,1,8,1,3,1,2,2,1,1,1,1,,,,,,,,,,,,,,2,2,1,40,3,20,1,1,2,5,46,1,1,0,0,0,0,0,0,2,1
99043980,1450.252244,MIDWEST,1,1,2,4,1,2,2,1,1,21,3,2,6,21,1,1,,,,,,,,,0,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,1,1,60,4,6,1,1,2,5,24,1,1,0,0,0,0,0,0,2,1
