State,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015
Michigan,-0.0182718064252896,-0.04214777470591424,-0.005385928671816784,-0.011721639512167365,-0.016217253622493044,-0.004877097151775264,-0.01195843952166242
Minnesota,-0.0010380217314872172,-0.005195501701107815,-0.03126842663881261,0.013112815429296883,-0.03235773753325895,0.007628171012950151,-0.0028169014084507044
Mississippi,0.0397061824117527,0.07233691812544156,-0.042567987994582925,0.013150852511659913,0.005584484189872462,-0.014634146341463415,0.01942117288651942
Missouri,0.016277851006050597,-0.015626464981091978,-0.026685081118836714,0.0015331169572521325,-0.008256387708241731,-0.005090311986863711,0.016669417395609835
Montana,-0.0001984717673910886,-0.034044665012406945,0.0018495684340320592,-0.03907692307692308,0.010780232682249972,-0.008447729672650475,-0.007454739084132056
Nebraska,-0.0067176042254243375,0.049612803304078475,0.006541734297378388,-0.0010750586395621578,0.0067508071617258586,0.003401360544217687,0.021307506053268765
Nevada,0.05285369774919614,0.010784500858942546,0.033471815692569164,0.05239596181078982,-0.013803281534855456,0.014084507042253521,0.006510416666666667
New Hampshire,0.018770752863048044,-0.035852068644406015,-0.004760262159365298,-0.011368362678497158,-0.03309493759641004,-0.019579405366207395,0.005917159763313609
New Jersey,0.011989272755955198,-0.010797609768771109,-0.014361355661546867,0.02846971295792963,-0.013161985697999793,0.000315059861373661,0.01973753280839895
New Mexico,0.03703084044392393,0.040709868244151654,0.049762298470442334,-0.05331036180162441,-0.03338186356073211,0.05056481979558903,-0.002560163850486431
New York,0.016079196537638805,-0.00580440198883727,-0.010686204236179888,-0.0025165094078736325,-0.00854444943471342,0.0016777585146244616,-0.00474568700798392
North Carolina,0.022972598948242457,0.013392857142857142,0.04544342099408179,0.0038520063419772922,0.019832730896023915,0.00841908325537886,0.02009894867037724
North Dakota,-0.010647123893805309,0.0001397624039133473,-0.02990497484628284,-0.006050129645635264,0.008695652173913044,0.011494252873563218,-0.002840909090909091
Ohio,0.01009795176877818,0.006416228521431986,-0.008806317365510468,-0.005230032078612904,-0.02425484321297075,0.011880856760374833,0.03398379361666942
Oklahoma,0.03449850882613719,-0.01971274965587097,-0.011630987706655362,-0.007291247822007774,0.006129668133826587,0.031132581857219538,0.03305570015616866
Oregon,-0.013290454778302692,0.0014998125234345708,-0.013305301961236068,-0.010565949622019205,0.01595917283695684,0.010452961672473868,0.02442528735632184
Pennsylvania,0.004010470082199329,-0.006845451357655776,0.011121856866537718,-0.014848215709047846,-0.01985713955477473,-0.028616352201257862,-0.013920362576885724
Rhode Island,-0.011966493817311527,-0.018570851836899476,0.0027766351295763062,-0.017639216490616345,0.015763649650276646,0.017471736896197326,0.015151515151515152
South Carolina,0.03384977245998875,0.006676888075572481,0.01803085388621401,0.01940060807876068,-0.012450882923827108,0.022291466922339406,0.027901524032825323
South Dakota,0.004801181829373384,0.010536633178142612,-0.006304558680892337,0.0052464616886285995,-0.03386333292875349,0.022613065326633167,-0.007371007371007371
Tennessee,0.03379273787437053,-0.008748878348929625,0.009569687368659274,-0.018109328465750793,-0.005756404611646527,0.017057569296375266,0.02370585389453314
Texas,0.06288525210481506,0.03409115182239564,0.007095397115020484,0.030283969904044358,0.00985434155081456,0.016165067683006965,0.030328504914640456
Utah,0.033417588550044314,-0.018836758679838632,0.00870888370888371,0.06512180248419296,0.006448502380521907,0.020059880239520957,0.03903727619606692
Vermont,-0.0013871549452073796,-0.03708848451173774,-0.010530871321407963,-0.05365213587986587,-0.02018179017100601,-0.018867924528301886,-0.02403846153846154
Virginia,0.02335187254397308,0.016979303406902135,0.005319983111164726,-0.0006839781127003936,-0.002149401409719137,-0.005054151624548736,0.02370585389453314
Washington,0.05229112229940731,0.006162371680344002,-0.01878019051058643,0.01320450885668277,0.0026337299064571793,0.029589371980676328,0.023020527859237538
West Virginia,-0.0022046353872244204,-0.019262364738541725,0.016867887470394548,0.018235528034994036,-0.0230975228743584,-0.0028555111364934323,0.010309278350515464
Wisconsin,-0.011053355756000612,-0.008533399291975203,-0.022296717860762455,-0.020413045211705606,-0.010012210012210013,-0.00575563229731952,0.004134965266291763
Wyoming,0.03677407609685054,-0.016681299385425813,-0.008392857142857143,-0.011525301638753828,0.018400437238112587,-0.007155635062611807,0.02702702702702703
