State,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015
Alabama,0.025759231975666555,0.06646434693972107,-0.013924188117736505,-0.025576067321672467,0.006940519521624127,0.019757521329142345,0.014310876265962131
Alaska,0.029595404595404596,-0.02195269860521528,-0.009300595238095238,-0.016147202403304545,-0.017811704834605598,0.018134715025906734,-0.002544529262086514
Arizona,-0.019703722704973226,0.05441164445171314,-0.019605410100508747,-0.015820782179470954,0.0722093621399177,0.0074962518740629685,-0.0011904761904761906
Arkansas,0.007805538724738924,-0.0025109633611543358,0.007587307215032796,0.017910552799183646,0.023575774336283186,0.024991556906450524,-0.0019769357495881385
California,0.08776825763476673,0.013531298535508548,0.019969936681876983,0.008266772399824202,0.004631329582469648,-0.0029475570647047727,-0.008608660691057871
Colorado,0.03923386502033334,0.016240546623142272,-0.0006982961573760026,0.01758939445365065,0.0067100926071260395,0.002728512960436562,0.036151603498542274
Connecticut,-0.013526652939830703,0.12636614002029278,-0.004452566016368971,0.0010599519143765672,-0.022261246836423738,-0.018489170628631802,0.006996770721205597
Delaware,0.03750478377344049,-0.011066027296200664,0.02536367027228646,-0.021462349945434705,0.021065675340768277,0.01820388349514563,0.010727056019070322
District of Columbia,0.024168325277224907,-0.03470294280955025,0.11015243025596778,0.02616580310880829,-0.020449381469325928,0.028350515463917526,0.13032581453634084
Florida,0.017392040974579862,-0.004079933388842631,-0.022695555426932402,0.03991076833986997,0.0026007884628770667,0.033451148699823276,0.01710028093318676
Georgia,0.040430439871368025,0.008486145848123109,-0.01901708938898395,0.02024684815967852,0.021251731301939056,0.03221021402839585,0.02720180661055225
Hawaii,-0.0443169968717414,-0.02564102564102564,0.06009705113848451,-0.05017605633802817,0.024096385542168676,-0.026244343891402715,0.00929368029739777
Idaho,0.058666032010471825,-0.01506210307424268,0.0024536376604850215,-0.021061020036429873,0.11175718106756599,-0.05596234309623431,0.009972299168975069
Illinois,0.05593529277739804,-0.029337936490811668,0.0342259699457601,-0.0024861185742432383,-0.011405751716608728,0.020924149956408022,0.0023484201537147735
Indiana,0.013948447292776023,0.02450775355920125,-0.007046406483903649,0.014131907959858072,0.014490577370673474,-0.011989342806394316,-0.00044943820224719103
Iowa,0.015799092141720216,-0.017671638326272415,-0.018403095737453107,-0.02052362323201926,0.0012904018680103232,-0.004295796256520405,0.007704160246533128
Kansas,0.04195205479452055,-0.008596169647936287,0.016831367548613325,0.0007523982694839802,0.007142409623457177,-0.007776049766718507,0.027899686520376176
Kentucky,0.01942605911447755,0.008602100131258204,-0.009039994422625548,0.005768960180104123,-0.011378474165267674,0.003066037735849057,0.017634610862920293
Louisiana,0.026696985009263936,-0.019932737265195635,0.02318379645128892,0.02271301976823449,0.01791617788205183,-0.012048192771084338,0.028366914103923647
Maine,-0.0017029731072163486,-0.029568554979031915,-0.013183915622940013,-0.022489423291026496,-0.033409263477600606,-0.01335428122545169,0.018312101910828025
Maryland,0.013275246981339188,-0.005636615999187515,0.00112349987232956,0.0014453078505721718,-0.01317576745449606,-0.008086717136958018,-0.0027753686036426713
Massachusetts,-0.012197738208342272,0.00406441004002358,0.006689944997218961,0.018463096827662416,-0.017480409885473176,0.009049079754601227,0.04316765465876273
